Total Approved Cost of projects (Rs.Lakhs),57808.31,,,
Sectorwise details of projects,Sector,No of Projects,"Total Cost (Rs
Lakhs)","Share of sector in total
projects approved"
,Water,NA,NA,NA
,Drainage/SWD,NA,NA,NA
,Sewerage,2,18581.97,32.1
,SWM,1,1319.74,2.3
,Transport,2,33554.94,58.0
Share of Central Assistance released (%),64.09,,,
% of work completed (Physical Progress),59,,,
Funds Utilised (%),103.83,,,
"Source: www.jnnurm.nic.in (accessed on November, 2015)",,,,
Alignment with MoUD Schemes,"Status, Comment",,,
Heritage City Development and Augmentation Yojana,,,,
(HRIDAY),,,,
AMRUT,City is covered under AMRUT Mission. The State Annual Action Plan has been,,,
,submitted.,,,
JNNURM,City was covered under UIG component of JNNURM,,,
NUIS,,,,
North Eastern Region Urban Development Programme,,,,
(NERUDP),,,,
"Source: Ministry of Urban Development, Government of India",,,,
4,,,,
