Heritage City Development and Augmentation Yojana,,,,
(HRIDAY),,,,
AMRUT,City is covered under AMRUT Mission. The State Annual Action Plan has been,,,
,submitted.,,,
JNNURM,City was covered under JNNURM,,,
NUIS,,,,
North Eastern Region Urban Development Programme,,,,
(NERUDP),,,,
"Source: Ministry of Urban Development, Government of India",,,,
4,,,,
