"No. of Hospitals per 1,00,000 people *",,.23,,
"No of Schools per 1,00,000 people",,,,
Primary,,51,,
Middle,,45,,
Secondary,,37,,
College,,16,,
"Source: Tables of Houses, Household Amenities and Assets, Census of India, 2011",,,,
"* District Census Handbook, Census of India, 2011",,,,
4. Political Profile: Leadership and Administrative Structure,,,,
Architecture of Governance,Davanagere City Corporation (DCC) is responsible for the civic infrastructure and,,,
Structure of Elected and Executive Bodies. Give,administration of the twin cities of Hubli and Dharwad. The DCC consists of two,,,
indication of hierarchies,"wings i.e., the Deliberative Wing and the Executive Wing. The executive wing has",,,
,an elected council comprising of a directly elected Mayor and Ward councilors.,,,
,There are 41 wards and one elected councilor represents each division. The,,,
,"Commissioner, who is also the executive head of the Corporation, heads the",,,
,administrative wing. He is designated by the State Government. Municipal,,,
,Corporations is responsible for provision of services and basic amenity to the,,,
,"citizens, which include: public lighting; sanitation and public hygiene;",,,
,maintenance of public parks and gardens; ensuring systematic urban growth;,,,
,"regulation of building construction; and licensing of commercial activities, etc.",,,
,The function of water supply and drainage systems is being performed by the,,,
,"Karnataka Urban Water Supply and Drainage Board (KUWSDB), which under",,,
,takes capital projects related to water supply.,,,
,Slum clearance and improvement is the responsibility of the Karnataka Slum,,,
2,,,,

India Smart City Profile,,
,Clearance Board (KSCB). Karnataka Housing Board is responsible to provide,
,housing to the people of Karnataka at affordable cost.,
,The town planning functions is performed by the Karnataka State Town Planning,
,"Board, and the Town Planning Department.The Public Works Department (PWD)",
,is responsible for road works including maintenance of state highways and major,
,district roads and construction and maintenance of government buildings.,
,The Directorate of Municipal Administration (DMA) Acts as the chief controlling,
,authority in respect of all matters relating to the administration of the ULBs. It is,
,"responsible for supervising the functioning of the municipalities, formulating",
,"suitable human resource development policies, exercising disciplinary control",
,"over the staff of municipalities, monitoring the tax collection of ULBs, laying down",
,"policies for transparency in expenditures, hearing appeals against the decisions",
,"of municipalities, releasing the government transfers to the ULBs, as well as",
,"implementing schemes like SJSRY (for urban poverty alleviation), IDSMT, and",
,Nirmala Nagar Project.,
,The Karnataka Industrial Areas Development Board (KIADB) is an infrastructure,
,agency responsible for establishing infrastructure for orderly development of,
,industries. The Directorate of Social Welfare (DSW) is responsible for the,
,"implementation of various schemes and programmes, funded by both central",
,and state governments for the welfare of scheduled caste population within the,
,state.,
No of elected representatives,41,
Election Details*,Mr. Siddaramaiah from Indian National Congress is the Chief Minister of,
"Election cycle, last election,",Karnataka. He was elected on 13-May 2013. The Commissioner is Mr. B H,
"Name, party affiliation where relevant, date office taken",Narayanappa. The council is headed by Mayor Mr. H B Goneppa of INC.,
"for: chief minister, commissioner, and mayor.",,
Source:*Respective ULB website and Media Search,,
5. Performance of Urban Local Body (ULB),,
Credit and Tax,,
Credit Rating of ULBs (As on Nov 2012)*,,
Property Tax #,Coverage (%):,
,Collection Efficiency (%):,
,Amount(Rs.):,
Source: *www.jnnurm.nic.in,,
"#Reform Appraisal Report, JNNURM, Ministry of Urban Development, Government of India",,
E-governance& Computerization in ULB,,
Reform,,"Status (implemented, in progress and any comment)"
Property Tax*,,In Progress
Accounting*,,Implemented
Water Supply & Other Utilities*,,Implemented
Birth & Death Registration and Health programmes*,,Implemented
Citizens' Grievance Monitoring*,,Implemented
Personnel Management System*,,Implemented
Building Plan Approval*,,In Progress
e-Procurement*,,Implemented
"Can Citizens pay their bills and Taxes at citizen
facilitation centre (CFC)?#",,Yes
Does ULB has facility to Accept Online Payments#,,No
What is the E-mail Software being used in the ULB#,,NIC
"Are ULB offices connected with each other through local
area network (LAN)/ wide area network (WAN)#",,Yes
Do you have access to State Data Centre (SDC)?,#,No
Does the ULB have their own website#,,Yes
Implementation of 74th CAA#,,1 function is yet to be transferred i.e Fire services
Note :* Modules of e-governance implemented in ULB,,
3,,

India Smart City Profile,,,,
"Source: * Reform Appraisal Report, JNNURM, Ministry of Urban Development, Government of India and respective ULB's website",,,,
"#Information and Services Need Assessment (ISNA) Study for Urban Local Bodies, Ministry of Urban Development, Government of India, 2012",,,,
Recognition,,,,
List any national or international recognition such as,,,,
"awards, pilots, horizontal networks.",,,,
6. Finance & Health,,,,
Financial,,,,
Indicator,"City (Municipal
Corporation)",State (Urban),India (Urban),
% of households with access to banking facilities *,53.28,64.35,67.77,
Financial Status#,,,,
Details of municipal income and expenditure,Income,Expenditure,,
(Rs. Lakhs),,,,
2009-10,44082.59,47633.47,,
2010-11,35087.27,36307.97,,
2011-12,33119.82,33841.44,,
% of municipal Budget reserved for urban poor@,33% has been allocated for the poor which is further bifurcated as 22.75% for,,,
,SC/ST urban poor and 7.25% to other urban poor and 3% for physically disabled,,,
,persons.,,,
"Source: * Tables of Houses, Household Amenities and Assets, Census of India, 2011",,,,
"#Information and Services Need Assessment (ISNA) Study for Urban Local Bodies, Ministry of Urban Development, Government of India, 2012",,,,
@,"Reform Appraisal Report, JNNURM, Ministry of Urban Development, Government of India",,,
Environmental,,,,
Swatch Bharat ranking *,NA,,,
Comprehensive Environmental Assessment for available,NA,,,
cities#,,,,
"Source: *Press Information Bureau , Ministry of Urban Development, Government of India, 2015",,,,
"#Central Pollution Control Board, Ministry of Environment and Forests, Government of India, 2009",,,,
7. Capacity: Track Record & Initiatives,,,,
JNNURM Projects,Status or Comment,,,
BSUP/IHSDP,,,,
UIG/UIDSSMT,UIDSSMT: Total 2 projects were approved and both are under progress.,,,
Total Approved Cost of projects (Rs.Lakhs),3464,,,
Sectorwise details of projects,Sector,No of Projects,"Total Cost (Rs
Lakhs)","Share of sector in total
projects approved"
,Sewerage,1,336,9.7
,Transport,1,3128.4,90.3
Share of Central Assistance released (%),97.55,,,
% of work completed (Physical Progress),81,,,
Funds Utilised (%),104.09,,,
"Source: www.jnnurm.nic.in (accessed on November, 2015)",,,,
Alignment with MoUD Schemes,"Status, Comment",,,
"Heritage City Development and Augmentation Yojana
(HRIDAY)",,,,
AMRUT,Is Covered,,,
JNNURM,Was Covered,,,
NUIS,Is Covered,,,
"North Eastern Region Urban Development Programme
(NERUDP)",,,,
"Source: Ministry of Urban Development, Government of India",,,,
4,,,,
