Building Plan Approval*,,Implemented,
e-Procurement*,,Implemented,
"Can Citizens pay their bills and Taxes at citizen
facilitation centre (CFC)?#",,Only on CFC,
Does ULB has facility to Accept Online Payments#,,Yes,
What is the E-mail Software being used in the ULB#,,NIC,
"Are ULB offices connected with each other through local
area network (LAN)/ wide area network (WAN)#",,Yes,
Do you have access to State Data Centre (SDC)?,#,No,
Does the ULB have their own website#,,Yes,
Implementation of 74th CAA,,All the 18 functions are transferred to ULB,
Note :* Modules of e-governance implemented in ULB,,,
"Source: * Reform Appraisal Report, JNNURM, Ministry of Urban Development, Government of India and respective ULB's website",,,
"#Information and Services Need Assessment (ISNA) Study for Urban Local Bodies, Ministry of Urban Development, Government of India, 2012",,,
Recognition,,,
List any national or international recognition such as,•,ACCCRN projects,
"awards, pilots, horizontal networks.",•,Smart Cities Council India’s Top 20 Promising Cities,
6. Finance and Health,,,
Financial,,,
Indicator,"City (Municipal
Corporation)",State (Urban),India (Urban)
% of households with access to banking facilities *,67.78,63.54,67.77
Financial Status#,,,
"Details of municipal income and expenditure
(Rs. Lakhs)",Income,Expenditure,
2009-10,116187.33,117761.52,
2010-11,151709.38,151713.54,
2011-12,134054.32,134339.84,
% of municipal Budget reserved for urban poor@,,,
"Source: * Tables of Houses, Household Amenities and Assets, Census of India, 2011",,,
"#Information and Services Need Assessment (ISNA) Study for Urban Local Bodies, Ministry of Urban Development, Government of India, 2012",,,
@,"Reform Appraisal Report, JNNURM, Ministry of Urban Development, Government of India",,
Environmental,,,
Swatch Bharat ranking *,,,
Comprehensive Environmental Assessment for available,,71.26,
#cities,,,
"Source: *Press Information Bureau , Ministry of Urban Development, Government of India, 2015",,,
"#Central Pollution Control Board, Ministry of Environment and Forests, Government of India, 2009",,,
7. Capacity: Track Record & Initiatives,,,
JNNURM Projects,Status or Comment,,
BSUP/IHSDP,"Under BSUP scheme, total of 3 projects for housing were sanctioned under",,
,BSUP out of which none of the project have been completed. The total project,,
,cost was Rs.123.48 crores. Construction of 99.8% of the dwelling unit is,,
,complete.,,
UIG/UIDSSMT,UIG: Total 11 projects were approved initially then 1 transport project got,,
,canceled. Out of 10 projects 6 projects have been completed. Total 3 projects,,
,are under progress and. 1 project has not been initiated.,,
4,,,

India Smart City Profile,,,,
Total Approved Cost of projects (Rs.Lakhs),68981.01,,,
Sectorwise details of projects,Sector,No of Projects,"Total Cost (Rs
Lakhs)","Share of sector in total
projects approved"
,Water,1,2375,3.4
,Sewerage,1,30717,44.5
,SWM,1,4324.66,6.3
,Transport,6,25964.35,37.6
,Parking,1,5600,8.1
Share of Central Assistance released (%),77.02,,,
% of work completed (Physical Progress),56,,,
Funds Utilised (%),111.10,,,
"Source: www.jnnurm.nic.in (accessed on November, 2015)",,,,
Alignment with MoUD Schemes,"Status, Comment",,,
Heritage City Development and Augmentation Yojana,,,,
(HRIDAY),,,,
AMRUT,City is covered under AMRUT Mission. The State Annual Action Plan has been,,,
,submitted.,,,
JNNURM,City was covered under UIG component of JNNURM,,,
NUIS,,,,
North Eastern Region Urban Development Programme,,,,
(NERUDP),,,,
"Source: Ministry of Urban Development, Government of India",,,,
5,,,,
