% of households living in congested houses,,33.22,26.61,32.94
Indicator,,City (Municipal Corporation),,
"No. of Hospitals per 1,00,000 people *",,1,,
"No of Schools per 1,00,000 people",,NA,,
Primary,,31,,
Middle,,15,,
Secondary,,11,,
College,,9,,
"Source: Tables of Houses, Household Amenities and Assets, Census of India, 2011",,,,
"* District Census Handbook, Census of India, 2011",,,,
4. Political Profile: Leadership and Administrative Structure,,,,
Architecture of Governance,The urban Local body of Bhubaneswar city is known as Bhubaneswar Municipal,,,
Structure of Elected and Executive Bodies. Give,Corporation. Currently Bhubaneswar consists of 67 wards and 46 revenue,,,
indication of hierarchies,villages. The Municipal Corporation is headed by Municipal Commissioner and,,,
,he is assisted by a directly elected Mayor and a Deputy Mayor and Ward level,,,
,Officers.,,,
,Bhubaneswar Municipal Corporation renders important and valuable functions to,,,
,"its citizens like removal of solid waste, cleanliness, street lightening, parks and",,,
,"recreation activities and plantation services, city bus services and vending zone",,,
,areas.,,,
2,,,,

India Smart City Profile,,
,"The Public Health Engineering Organization (PHED), Government of Odisha is
responsible for supply and monitoring of water and sewerage system to all urban
local bodies and Census Towns of Odisha. However, Bhubaneswar Municipal
Corporation is providing water supply to certain fringe areas of the city mostly at
the outskirts through production well.
The Odisha Electricity Regulatory Commission (the Commission), had issued
License to Central Electricity Supply Company of Odisha Ltd. (CESCO) to the
distribution and retail supply of electricity in Khurdha district of Odisha.
Bhubaneswar Development Authority (BDA) is responsible for development and
beautification of Bhubaneswar. is responsible for creating development plans,
regulating development and use of land, undertaking works pertaining to
construction of housing colonies, commercial complexes and providing public
amenities like water supply, drainage, sewerage, and transportation, social
facilities etc.",
No of elected representatives,67,
Election Details*,Mr. Naveen Patnaik from Biju Janata Dal is the Chief Minister of Orissa . He was,
"Election cycle, last election,",elected on 21-May 2014. The Commissioner is Dr. Krishan Kumar. The council is,
"Name, party affiliation where relevant, date office taken","headed by Mayor Mr. Ananta Narayan Jena of Biju Janata Dal, elected in Jan",
"for: chief minister, commissioner, and mayor.",2014.,
Source:*Respective ULB website and Media Search,,
5. Performance of Urban Local Body (ULB),,
Credit and Tax,,
Credit Rating of ULBs (As on Nov 2012)*,BBB,
Property Tax #,Coverage (%): 69%,
,Collection Efficiency (%): 63%,
,Amount(Rs.): Rs.20.21 crore (2012-13),
Source: *http://rmc.nic.in/,,
"#Reform Appraisal Report, JNNURM, Ministry of Urban Development, Government of India",,
E-governance& Computerization in ULB,,
Reform,,"Status (implemented, in progress and any comment)"
Property Tax*,,Implemented
Accounting*,,Implemented
Water Supply & Other Utilities*,,Implemented
Birth & Death Registration and Health programmes*,,Implemented
Citizens' Grievance Monitoring*,,Implemented
Personnel Management System*,,No
Building Plan Approval*,,Implemented
e-Procurement*,,Implemented
"Can Citizens pay their bills and Taxes at citizen
facilitation centre (CFC)?#",,Only on CFC
Does ULB has facility to Accept Online Payments#,,Yes
What is the E-mail Software being used in the ULB#,,NIC
"Are ULB offices connected with each other through local
area network (LAN)/ wide area network (WAN)#",,Yes
Do you have access to State Data Centre (SDC)?,#,No
Does the ULB have their own website#,,Yes
Implementation of 74th CAA#,,"4 functions are yet to be transferred. Urban Planning including town planning,
Regulation of land-use and construction of building, Water supply- domestic,
industrial and commercial, Fire services,"
Note :* Modules of e-governance implemented in ULB,,
"Source: * Reform Appraisal Report, JNNURM, Ministry of Urban Development, Government of India and respective ULB's website",,
"#Information and Services Need Assessment (ISNA) Study for Urban Local Bodies, Ministry of Urban Development, Government of India, 2012",,
Recognition,,
List any national or international recognition such as,•,Mint Emergent Cities
"awards, pilots, horizontal networks.",•,Member of ICLEI
,•,ACCCRN Projects
,•,Involved with ADB led Municipal Reforms
3,,

India Smart City Profile,,,,
6. Finance and Health,,,,
Financial,,,,
Indicator,"City (Municipal
Corporation)",State (Urban),India (Urban),
% of households with access to banking facilities *,72.54,66.58,67.77,
Financial Status#,,,,
"Details of municipal income and expenditure
(Rs. Lakhs)",Income,Expenditure,,
2009-10,32.64,33.03,,
2010-11,36.61,38.23,,
2011-12,38.39,36.72,,
% of municipal Budget reserved for urban poor@,NA,,,
"Source: * Tables of Houses, Household Amenities and Assets, Census of India, 2011",,,,
"#Information and Services Need Assessment (ISNA) Study for Urban Local Bodies, Ministry of Urban Development, Government of India, 2012",,,,
@,"Reform Appraisal Report, JNNURM, Ministry of Urban Development, Government of India",,,
Environmental,,,,
Swatch Bharat ranking *,331,,,
Comprehensive Environmental Assessment for available,NA,,,
cities#,,,,
"Source: *Press Information Bureau , Ministry of Urban Development, Government of India, 2015",,,,
#,,,,
"Central Pollution Control Board, Ministry of Environment and Forests, Government of India, 2009",,,,
7. Capacity: Track Record & Initiatives,,,,
JNNURM Projects,Status or Comment,,,
BSUP/IHSDP,"Under BSUP scheme, total 4 projects for housing were sanctioned out of which
none of the projects have been completed. The total project cost was Rs.59.74
crores. Construction of 81% of the dwelling unit is complete.",,,
UIG/UIDSSMT,"UIG: Total 3 projects were approved and 1 project has been completed. Total 2
projects are under progress.",,,
Total Approved Cost of projects (Rs.Lakhs),57325.66,,,
Sectorwise details of projects,Sector,No of Projects,"Total Cost (Rs
Lakhs)","Share of sector in total
projects approved"
,Water,NA,NA,NA
,Drainage,1,6833,11.9
,Sewage,1,49891.35,87.0
,SWM,NA,NA,NA
,Transport,NA,NA,NA
Share of Central Assistance released (%),62.28,,,
% of work completed (Physical Progress),17,,,
Funds Utilised (%),46.85,,,
"Source: www.jnnurm.nic.in (accessed on November, 2015)",,,,
Alignment with MoUD Schemes,"Status, Comment",,,
Heritage City Development and Augmentation Yojana,,,,
(HRIDAY),,,,
AMRUT,City is covered under AMRUT Mission. The State Annual Action Plan has been,,,
,submitted.,,,
JNNURM,City was covered under UIG component of JNNURM,,,
NUIS,,,,
North Eastern Region Urban Development Programme,,,,
(NERUDP),,,,
"Source: Ministry of Urban Development, Government of India",,,,
4,,,,
